,tender_id,customer,location,name_of_work,publish_date,submission_date,emd,pbm,e_value,inserted_time,inserted_user_id
323,2024_RDPR_265786_4,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,Jammu,"Constt.of Lane/drain mohalla subash chander W.no8 ,Pyt Dhok Jagir ,Block Akhnoor Under scheme PRI District Capex Budget for the year 2024-25 2nd call Block Level",2024-11-25 09:00,2024-12-03 18:00,3500,,175000,02-12-2024 20:07:53,J&KTenders GOV NICGEP BOT
324,2024_RDPR_265786_15,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,Jammu,"Constt.of Lane drain H/O Bupesh kumar,vijay kumar and other W.no 2/9 of Labba Ram,Tarsem lal w.no4,Pyt Dhok Jagir ,Block Akhnoor Under scheme PRI District Capex Budget for the year 2024-25 2nd call Block Level",2024-11-25 09:00,2024-12-03 18:00,3500,,175000,02-12-2024 20:08:21,J&KTenders GOV NICGEP BOT
325,2024_RDPR_265777_9,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,jammu,"Upgradation of lane and P/ work Moh. Khanoa w.no 7, Pyt. Ghar, Block Chowki Choura, Under PRI district capex budget for year 2024-25 3rd call",2024-11-25 09:00,2024-12-03 18:00,3880,,194000,02-12-2024 20:08:45,J&KTenders GOV NICGEP BOT
326,2024_RDPR_265779_8,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,jammu,"Constt. Of lane drain 22 no. small culvert at Rajpura W.no 4 , 5 Panchayat Pindi Block Pargwal under PRI Capex (2024-25) (Pyt Level)",2024-11-25 09:00,2024-12-03 18:00,5840,,292000,02-12-2024 20:09:11,J&KTenders GOV NICGEP BOT
327,2024_RDPR_265776_2,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW SAMBA,Bari Brahmana,Constt of Lane from H/o Kartar Chand to onwards Pyt Kartholi upper Block Bari Brahmana under the scheme Capex (DDC) for the Year 2024-25.,2024-11-25 09:00,2024-12-03 18:00,4880,,244000,02-12-2024 20:09:32,J&KTenders GOV NICGEP BOT
328,2024_RDPR_265779_5,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,jammu,Constt. Of Lane drain at ward no.7 Pyt. Pargwal Lower Block Pargwal underPRI capex (2024-25) (Pyt Level),2024-11-25 09:00,2024-12-03 18:00,5820,,291000,02-12-2024 20:09:51,J&KTenders GOV NICGEP BOT
329,2024_RDPR_265794_1,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,jammu,"Construction of crates work near land of Ashwani Kumar,Shiv Charan and Kuldeep kumar in ward no. 1,3, 7 Pyt. Upper Kathar Block Dansal under PMKKKY for the year 2024-25 2nd call",2024-11-25 09:00,2024-12-03 18:00,9700,,485000,02-12-2024 20:10:14,J&KTenders GOV NICGEP BOT
330,2024_RDPR_265779_8,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,jammu,"Constt. Of lane drain 22 no. small culvert at Rajpura W.no 4 , 5 Panchayat Pindi Block Pargwal under PRI Capex (2024-25) (Pyt Level)",2024-11-25 09:00,2024-12-03 18:00,5840,,292000,02-12-2024 20:10:33,J&KTenders GOV NICGEP BOT
331,2024_RDPR_265777_7,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,jammu,Constt.of Lane/T-Road moh chaman lal and Ram lal w.no.5 Pyt GANGAL Block Chowki Choura under PRI Grant for the year 2024-25 3rd call,2024-11-25 09:00,2024-12-03 18:00,2200,,110000,02-12-2024 20:10:52,J&KTenders GOV NICGEP BOT
332,2024_RDPR_265797_2,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,jammu,Constt.of Lane and Drain Moh. Labbo Devi at Rah w.no.7 Pyt Rah Block Chowki Choura under PRI Grant for the year 2024-25 3rd call,2024-11-25 09:00,2024-12-03 18:00,3880,,194000,02-12-2024 20:11:10,J&KTenders GOV NICGEP BOT
333,2024_RDPR_265786_12,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,Jammu,"Constt.of Lane/Drain mohalla Ghara ram near break W.no 9,Pyt Dhok Jagir ,Block Akhnoor Under scheme PRI District Capex Budget for the year 2024-25 2nd call Block Level",2024-11-25 09:00,2024-12-03 18:00,1940,,97000,02-12-2024 20:11:29,J&KTenders GOV NICGEP BOT
334,2024_RDPR_265784_3,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,jammu,"upgradation/repair of lane and drain with iron grating work along with fixing of tile from the house of bishamber dass,ram rattan and others ward no 5 towards sarswati siksha nikatan along the stairs pyt nagrota block nagrota. under schme CD PYT for",2024-11-25 09:00,2024-12-03 18:00,7780,,389000,02-12-2024 20:12:03,J&KTenders GOV NICGEP BOT
335,2024_RDPR_265745_18,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Ganderbal,RDD AND PR,Construction of R wall near land of Gh Mohd Mulla for landsliding at Pottermulla Pahlipora B Block Safapora PRI 8083rd Call,2024-11-23 18:55,2024-12-03 18:55,2000,,99000,02-12-2024 20:12:21,J&KTenders GOV NICGEP BOT
336,2024_RDPR_265745_18,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Ganderbal,RDD AND PR,Construction of R wall near land of Gh Mohd Mulla for landsliding at Pottermulla Pahlipora B Block Safapora PRI 8083rd Call,2024-11-23 18:55,2024-12-03 18:55,2000,,99000,02-12-2024 20:12:40,J&KTenders GOV NICGEP BOT
337,2024_RDPR_265686_34,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW DODA,DODA,Construction of Bathroom with P/wall near Medical Sub centre Suranga Pyt Joura Kalan Block Kahara,2024-11-23 17:00,2024-12-03 18:00,7632,,381600,02-12-2024 20:13:58,J&KTenders GOV NICGEP BOT
338,2024_PWDJK_265646_3,PWD||Chief Engineer North Kashmir||Baramulla Circle||Rafiabad Division,RAFIABAD WATERGAM,Development of Lanes at Rehmatabad ward No 10 at MC Watergam,2024-11-23 09:00,2024-12-07 16:00,10800,,540000,02-12-2024 20:14:47,J&KTenders GOV NICGEP BOT
339,2024_RDPR_265560_24,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Pulwama,Pulwama,RDDDC2425109692-(CONST OF LANE FROM MAIN ROAD TO H/O HAJI RAFIQ AT BUCHOO),2024-11-22 18:55,2024-12-03 18:55,2352,,117600,02-12-2024 20:15:33,J&KTenders GOV NICGEP BOT
340,2024_RDPR_265560_17,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Pulwama,Pulwama,RDDDC2425111962-(CONST OF 2 NO OF LANES AT PETHGAM AND KUMAR MOHALLAH 1) DEV OF LANE NEAR MASJID SHAREEF FROM H/O MOHD SHAFI UPTO H/O REYAZ AHMAD SHAH AT PETHGAM 2) CONST OF LANE FROM H/O M AKBAR KUMAR TO H/O BASHIR AH KUMAR AT KUMAR MOHALLAH),2024-11-22 18:55,2024-12-03 18:55,2354,,117700,02-12-2024 20:15:51,J&KTenders GOV NICGEP BOT
341,2024_RDPR_265560_17,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Pulwama,Pulwama,RDDDC2425111962-(CONST OF 2 NO OF LANES AT PETHGAM AND KUMAR MOHALLAH 1) DEV OF LANE NEAR MASJID SHAREEF FROM H/O MOHD SHAFI UPTO H/O REYAZ AHMAD SHAH AT PETHGAM 2) CONST OF LANE FROM H/O M AKBAR KUMAR TO H/O BASHIR AH KUMAR AT KUMAR MOHALLAH),2024-11-22 18:55,2024-12-03 18:55,2354,,117700,02-12-2024 20:16:10,J&KTenders GOV NICGEP BOT
342,2024_RDPR_265560_18,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Pulwama,Pulwama,RDDDC2425111977-(DEV OF LANE NEAR MASJID SHARREF HERPORA TO ONWARDS DANGARPORA),2024-11-22 18:55,2024-12-03 18:55,2998,,149900,02-12-2024 20:16:28,J&KTenders GOV NICGEP BOT
343,2024_RDPR_265560_18,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Pulwama,Pulwama,RDDDC2425111977-(DEV OF LANE NEAR MASJID SHARREF HERPORA TO ONWARDS DANGARPORA),2024-11-22 18:55,2024-12-03 18:55,2998,,149900,02-12-2024 20:16:48,J&KTenders GOV NICGEP BOT
344,2024_RDPR_265560_37,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Pulwama,Pulwama,RDDDC2425111102-(CONSTT OF LANE AND DRAIN ALONGWITH ALLIED LANES AND FOOT STEPS NEAR ASTAN SHARIEF FROM HOUSE OF MUZAFAR AHMAD SHAH TO HOUSE OF GHULAM QADIR DAR VIA HOUSE OF JHON MAHAJAN AT AKRAMDAR MOHALLAH AT SAMBOORA A),2024-11-22 18:55,2024-12-03 18:55,3600,,180000,02-12-2024 20:17:06,J&KTenders GOV NICGEP BOT
345,2024_RDPR_265560_13,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Pulwama,Pulwama,RDDDC2425109498-(CO LANE FROM HO MOHD AMIN PARRAY TO HO OF FAROOQ AHMAD BHAT AND TO HO TARIQ PARRAY AT KATIPORA AWANTIPORA),2024-11-22 18:55,2024-12-03 18:55,2770,,138500,02-12-2024 20:17:25,J&KTenders GOV NICGEP BOT
346,2024_RDPR_265560_39,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Pulwama,Pulwama,RDDDC2425111544-(CONSTT OF TWO NO LANES FROM LINK ROAD KARNABAL TO MASJID SHARIEF AND BUND LANE TO FAYAZ AHMAD DAR AT KARNABAL SAMBOORA),2024-11-22 18:55,2024-12-03 18:55,6000,,300000,02-12-2024 20:18:47,J&KTenders GOV NICGEP BOT
347,2024_RDPR_265560_38,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Pulwama,Pulwama,RDDDC2425111187-(CONSTT OF LANE BWO TILES FROM HOUSE OF JAVID AHMAD DAR TO PHE WATER WORKS AND A PORTION DRAIN NEAR SHOP OF RASHID DAR AT AKRAMDAR MOHALLAH AT SAMBOORA A),2024-11-22 18:55,2024-12-03 18:55,2000,,100000,02-12-2024 20:19:09,J&KTenders GOV NICGEP BOT
348,2024_RDPR_265560_19,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Pulwama,Pulwama,RDDDC2425101462-(CONSTRUCTION OF LANE WITH DEVELOPMENT OF DRAIN FROM H O ER GH NABI BHAT TO L O GH MOHD DAR AND OTHERS AT KANGWANI NOORPORA A PHASE 1ST),2024-11-22 18:55,2024-12-03 18:55,2354,,117700,02-12-2024 20:19:35,J&KTenders GOV NICGEP BOT
349,2024_PWDJK_265573_1,PWD||CE RandB Pir Panjal||SE RandB Reasi||EE RandB Reasi,Reasi,Construction of Lane from main road to Kaka House at W.No. 06 Gran Barotrian B Reasi.(2nd Call ),2024-11-22 14:00,2024-12-07 16:00,8140,,407000,02-12-2024 20:21:49,J&KTenders GOV NICGEP BOT
350,2024_HAUDD_265483_1,HAUDD||Jammu Municipal Corporation,Ward No 73,Construction of Lane and drain at master Panu Ram Lane strating from main road ( Rishi Kariyana Store) Lower Gadigarh ward 73,2024-11-21 17:00,2024-12-11 16:00,30760,,1538000,02-12-2024 20:24:14,J&KTenders GOV NICGEP BOT
351,2024_PWDJK_265408_1,PWD||CE PWD Kashmir||Anantnag Kulgam Circle||Qazigund Division,Qazigund,Fencing of 20 kanals of land at Panzath Wanpora Qazigund Identified/ Demarcated for construction of Munsiff Court at Qazigund,2024-11-21 14:00,2024-12-14 16:00,527383,2024-11-23 11:00,26369160,02-12-2024 20:24:40,J&KTenders GOV NICGEP BOT
352,2024_PWDJK_265387_14,PWD||CE RandB Pir Panjal||SE RandB Rajouri||EE RandB Koteranka,Kotranka,Balance work for Construction of 02 Nos addl. Class room for Chahar (Under District Plan Education),,2024-12-11 16:00,600,,1987000,02-12-2024 20:24:58,J&KTenders GOV NICGEP BOT
353,2024_FD_265345_1,FOREST DEPARTMENT||Deptt of Wildlife Protection/ Chief Wildlife Warden||CF (WL)/ Regional Wildlife Warden JAMMU||Wildlife Warden JAMMU,Ramnagar Wildlife Sanctuary Jammu,Expression of Interest (EoI) for engagement of consultant for preparation of Zonal Master Plan of Eco Sensitive Zones of Ramnagar Wildlife Sanctuary,2024-11-20 16:00,2024-12-03 14:00,30000,,1000000,02-12-2024 20:25:39,J&KTenders GOV NICGEP BOT
354,2024_IFC_264829_1,I and FC||CE - I and FC Kashmir||HYD Circle Kupwara||I and FCD Handwara,Handwara,Construction of Lining Wall on R.S of Renan Minor near land of Bilal Ahmad Beig,,2024-12-03 15:00,200,,173700,02-12-2024 20:27:08,J&KTenders GOV NICGEP BOT
355,2024_HAUDD_264686_3,HAUDD||Jammu Municipal Corporation,jammu,"Upgradation of Road and Covering of Drain in lane no 02 Vijay nagar Extension near H.o Jyoti Sarup Sunil Kumar , Rajesh Raina and others w no 40.",2024-11-14 18:00,2024-12-06 14:00,23280,,1164000,02-12-2024 20:27:57,J&KTenders GOV NICGEP BOT
356,2024_HAUDD_264686_3,HAUDD||Jammu Municipal Corporation,jammu,"Upgradation of Road and Covering of Drain in lane no 02 Vijay nagar Extension near H.o Jyoti Sarup Sunil Kumar , Rajesh Raina and others w no 40.",2024-11-14 18:00,2024-12-06 14:00,23280,,1164000,02-12-2024 20:28:15,J&KTenders GOV NICGEP BOT
357,2024_PDD_264588_1,DC-PDD||CE-M and RE Wing Kashmir,Qamar Dooru,"Construction of LILO, Cable Trench, Transformer Foundations at Nowgam, and construction of Road and Retaining wall at Qamar and Landscaping for under Construction 6.3 MVA, 33/11kV Receiving Station Qamar",2024-11-14 14:00,2024-12-04 11:00,123965,,6198299,02-12-2024 20:28:34,J&KTenders GOV NICGEP BOT
358,2024_SIDCO_264102_2,SIDCO||SIDCO KASHMIR||Construction Wing||Construction Div I,Rangreth,Dewatering Station by way of Installation of sewage pumps including allied accessories near marshy land at IE Rangreth,2024-11-11 09:05,2024-12-03 17:00,16000,,800000,02-12-2024 20:29:52,J&KTenders GOV NICGEP BOT
359,2024_PWDJK_263971_3,PWD||Chief Engineer South Kashmir||Pulwama-Shopian Circle||Awantipora Division,Khrew Pampore,Construction of lane with protection bund from H/o Gulam Mohiuddin Sheikh to Nisar Ahmad Sheikh at Sheikh Mohallah Khrew.,2024-11-09 14:00,2024-12-04 16:00,10000,,500000,02-12-2024 20:30:11,J&KTenders GOV NICGEP BOT
360,2024_SWCD_263431_6,Soil and Water Conservation Department||Director soil and water conservation Department,Soil Moisture Conservation Work at Lakhari,"Soil Moisture Conservation Work at Lakhari Landslide Control (CO 17/B), Tehsil Ramkote Constituency Billawar District Kathua",2024-11-05 17:00,2024-12-05 18:00,7998,,399900,02-12-2024 20:31:00,J&KTenders GOV NICGEP BOT
361,2024_HAUDD_262932_1,HAUDD||Srinagar Municipal Corporation,Mumin Abad,"Restoration of road surface likely to be put during laying of OFC Cable from Mumin Abad Lane No.01 to Mumin Abad opp. Lane no. 1A,Sgr",2024-10-31 16:00,2024-12-05 18:00,820,,41000,02-12-2024 20:31:26,J&KTenders GOV NICGEP BOT
362,2024_RDPR_261194_45,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW SAMBA,Nud,"Constt of c/path , p/wall at Lovely moh SC Pyt. Moutlian kalan Block Nud Distt. Samba under scheme PRI for the year 2024-25",2024-10-31 11:20,2024-12-05 18:00,5820,,291000,02-12-2024 20:31:48,J&KTenders GOV NICGEP BOT
